Year,Units,display,Bundesland,GeoCode,Value
2008,percentage (%),a) time series,a) germany (total),,81.8
2009,percentage (%),a) time series,a) germany (total),,82.5
2010,percentage (%),a) time series,a) germany (total),,81.7
2011,percentage (%),a) time series,a) germany (total),,82.0
2012,percentage (%),a) time series,a) germany (total),,81.0
2013,percentage (%),a) time series,a) germany (total),,81.4
2014,percentage (%),a) time series,a) germany (total),,81.8
2015,percentage (%),a) time series,a) germany (total),,81.0
2016,percentage (%),a) time series,a) germany (total),,81.8
2017,percentage (%),a) time series,a) germany (total),,83.1
2018,percentage (%),a) time series,a) germany (total),,82.7
2019,percentage (%),a) time series,a) germany (total),,84.2
2008,percentage (%),b) target,a) germany (total),,100.0
2009,percentage (%),b) target,a) germany (total),,100.0
2010,percentage (%),b) target,a) germany (total),,100.0
2011,percentage (%),b) target,a) germany (total),,100.0
2012,percentage (%),b) target,a) germany (total),,100.0
2013,percentage (%),b) target,a) germany (total),,100.0
2014,percentage (%),b) target,a) germany (total),,100.0
2015,percentage (%),b) target,a) germany (total),,100.0
2016,percentage (%),b) target,a) germany (total),,100.0
2017,percentage (%),b) target,a) germany (total),,100.0
2018,percentage (%),b) target,a) germany (total),,100.0
2019,percentage (%),b) target,a) germany (total),,100.0
2008,percentage (%),a) time series,bw,code08,89.2
2009,percentage (%),a) time series,bw,code08,88.3
2010,percentage (%),a) time series,bw,code08,89.2
2011,percentage (%),a) time series,bw,code08,89.9
2012,percentage (%),a) time series,bw,code08,90.8
2013,percentage (%),a) time series,bw,code08,90.8
2014,percentage (%),a) time series,bw,code08,91.7
2015,percentage (%),a) time series,bw,code08,90.8
2016,percentage (%),a) time series,bw,code08,91.7
2017,percentage (%),a) time series,bw,code08,92.5
2018,percentage (%),a) time series,bw,code08,93.3
2008,percentage (%),a) time series,by,code09,93.6
2009,percentage (%),a) time series,by,code09,94.5
2010,percentage (%),a) time series,by,code09,94.9
2011,percentage (%),a) time series,by,code09,93.6
2012,percentage (%),a) time series,by,code09,94.0
2013,percentage (%),a) time series,by,code09,94.1
2014,percentage (%),a) time series,by,code09,94.5
2015,percentage (%),a) time series,by,code09,94.4
2016,percentage (%),a) time series,by,code09,94.5
2017,percentage (%),a) time series,by,code09,92.7
2018,percentage (%),a) time series,by,code09,93.6
2008,percentage (%),a) time series,bb,code12,84.7
2009,percentage (%),a) time series,bb,code12,85.7
2010,percentage (%),a) time series,bb,code12,84.7
2011,percentage (%),a) time series,bb,code12,83.7
2012,percentage (%),a) time series,bb,code12,83.7
2013,percentage (%),a) time series,bb,code12,84.7
2014,percentage (%),a) time series,bb,code12,86.7
2015,percentage (%),a) time series,bb,code12,85.7
2016,percentage (%),a) time series,bb,code12,85.7
2017,percentage (%),a) time series,bb,code12,86.7
2018,percentage (%),a) time series,bb,code12,88.8
2008,percentage (%),a) time series,he,code06,87.9
2009,percentage (%),a) time series,he,code06,86.4
2010,percentage (%),a) time series,he,code06,83.6
2011,percentage (%),a) time series,he,code06,87.0
2012,percentage (%),a) time series,he,code06,82.3
2013,percentage (%),a) time series,he,code06,80.9
2014,percentage (%),a) time series,he,code06,87.1
2015,percentage (%),a) time series,he,code06,84.6
2016,percentage (%),a) time series,he,code06,84.7
2017,percentage (%),a) time series,he,code06,87.3
2018,percentage (%),a) time series,he,code06,80.9
2008,percentage (%),a) time series,mv,code13,88.7
2009,percentage (%),a) time series,mv,code13,90.0
2010,percentage (%),a) time series,mv,code13,86.2
2011,percentage (%),a) time series,mv,code13,86.2
2012,percentage (%),a) time series,mv,code13,85.0
2013,percentage (%),a) time series,mv,code13,85.0
2018,percentage (%),a) time series,mv,code13,81.4
2008,percentage (%),a) time series,ni,code03,69.9
2009,percentage (%),a) time series,ni,code03,73.0
2010,percentage (%),a) time series,ni,code03,70.4
2011,percentage (%),a) time series,ni,code03,69.7
2012,percentage (%),a) time series,ni,code03,69.1
2013,percentage (%),a) time series,ni,code03,69.3
2014,percentage (%),a) time series,ni,code03,69.6
2015,percentage (%),a) time series,ni,code03,68.7
2016,percentage (%),a) time series,ni,code03,71.5
2017,percentage (%),a) time series,ni,code03,70.7
2018,percentage (%),a) time series,ni,code03,69.3
2008,percentage (%),a) time series,nw,code05,85.1
2009,percentage (%),a) time series,nw,code05,86.4
2010,percentage (%),a) time series,nw,code05,84.0
2011,percentage (%),a) time series,nw,code05,89.2
2012,percentage (%),a) time series,nw,code05,84.6
2013,percentage (%),a) time series,nw,code05,89.3
2014,percentage (%),a) time series,nw,code05,89.3
2015,percentage (%),a) time series,nw,code05,88.6
2016,percentage (%),a) time series,nw,code05,87.4
2017,percentage (%),a) time series,nw,code05,89.0
2018,percentage (%),a) time series,nw,code05,88.5
2008,percentage (%),a) time series,rp,code07,78.3
2009,percentage (%),a) time series,rp,code07,78.3
2010,percentage (%),a) time series,rp,code07,76.8
2011,percentage (%),a) time series,rp,code07,75.4
2012,percentage (%),a) time series,rp,code07,71.0
2013,percentage (%),a) time series,rp,code07,72.5
2014,percentage (%),a) time series,rp,code07,75.4
2015,percentage (%),a) time series,rp,code07,73.9
2016,percentage (%),a) time series,rp,code07,76.8
2017,percentage (%),a) time series,rp,code07,76.8
2018,percentage (%),a) time series,rp,code07,72.1
2008,percentage (%),a) time series,sl,code10,100.0
2009,percentage (%),a) time series,sl,code10,100.0
2010,percentage (%),a) time series,sl,code10,100.0
2011,percentage (%),a) time series,sl,code10,87.5
2012,percentage (%),a) time series,sl,code10,100.0
2013,percentage (%),a) time series,sl,code10,100.0
2014,percentage (%),a) time series,sl,code10,100.0
2015,percentage (%),a) time series,sl,code10,100.0
2016,percentage (%),a) time series,sl,code10,100.0
2017,percentage (%),a) time series,sl,code10,100.0
2018,percentage (%),a) time series,sl,code10,100.0
2008,percentage (%),a) time series,sn,code14,63.0
2009,percentage (%),a) time series,sn,code14,64.8
2010,percentage (%),a) time series,sn,code14,64.4
2011,percentage (%),a) time series,sn,code14,70.5
2012,percentage (%),a) time series,sn,code14,64.5
2013,percentage (%),a) time series,sn,code14,66.7
2014,percentage (%),a) time series,sn,code14,66.7
2015,percentage (%),a) time series,sn,code14,68.3
2016,percentage (%),a) time series,sn,code14,65.1
2017,percentage (%),a) time series,sn,code14,71.0
2018,percentage (%),a) time series,sn,code14,70.7
2008,percentage (%),a) time series,st,code15,78.5
2009,percentage (%),a) time series,st,code15,76.9
2010,percentage (%),a) time series,st,code15,76.8
2011,percentage (%),a) time series,st,code15,75.4
2012,percentage (%),a) time series,st,code15,75.4
2013,percentage (%),a) time series,st,code15,73.9
2014,percentage (%),a) time series,st,code15,73.9
2015,percentage (%),a) time series,st,code15,72.9
2016,percentage (%),a) time series,st,code15,75.7
2017,percentage (%),a) time series,st,code15,80.0
2018,percentage (%),a) time series,st,code15,77.3
2008,percentage (%),a) time series,sh,code01,66.0
2009,percentage (%),a) time series,sh,code01,64.2
2010,percentage (%),a) time series,sh,code01,64.2
2011,percentage (%),a) time series,sh,code01,69.8
2012,percentage (%),a) time series,sh,code01,66.0
2013,percentage (%),a) time series,sh,code01,66.0
2014,percentage (%),a) time series,sh,code01,66.0
2015,percentage (%),a) time series,sh,code01,69.8
2016,percentage (%),a) time series,sh,code01,71.7
2017,percentage (%),a) time series,sh,code01,66.7
2018,percentage (%),a) time series,sh,code01,69.8
2008,percentage (%),a) time series,th,code16,72.7
2009,percentage (%),a) time series,th,code16,74.5
2010,percentage (%),a) time series,th,code16,76.4
2011,percentage (%),a) time series,th,code16,74.5
2012,percentage (%),a) time series,th,code16,72.7
2013,percentage (%),a) time series,th,code16,70.0
2014,percentage (%),a) time series,th,code16,74.6
2016,percentage (%),a) time series,th,code16,77.1
2017,percentage (%),a) time series,th,code16,72.2
2018,percentage (%),a) time series,th,code16,76.9
